#Source	#Target	#Weight
Saroor.Nagar.Bus.Terminal	Risala.Bazar	1
Saroor.Nagar.Bus.Terminal	Gayatri.Nagar	4
Saroor.Nagar.Bus.Terminal	Saidabad.Bus.Stop	2
Saroor.Nagar.Bus.Terminal	LB.Nagar.Bus.Sto	1
Saroor.Nagar.Bus.Terminal	Karmanghat.Bus.Stop	3
Saroor.Nagar.Bus.Terminal	Revenue.Board.Colony	2
Lab.Quarters.Main.Bus.Stop	Secunderabad.Junction	1
Lab.Quarters.Main.Bus.Stop	Barkas	6
Lab.Quarters.Main.Bus.Stop	I.S.Sadan.Complex	1
Lab.Quarters.Main.Bus.Stop	Midhani	12
Lab.Quarters.Main.Bus.Stop	Apuroopa.Bus.Stop	1
I.S.Sadan.Complex	MGBS.Bus.Stop	1
I.S.Sadan.Complex	LB.Nagar.Bus.Stop	1
I.S.Sadan.Complex	Nalgonda.X.Roads.Bus.Stop	2
I.S.Sadan.Complex	Midhani	1
I.S.Sadan.Complex	Saidabad.Bus.Stop	1
I.S.Sadan.Complex	Santhosh.Nagar.Bus.Stand	1
I.S.Sadan.Complex	Chandrayanagutta	2
Midhani	Champapet	2
Midhani	Balapur.X.roads	4
Midhani	Upperguda	6
Phisalbanda	Midhani	2
Phisalbanda	Kesav.Giri	1
Saidabad.Bus.Stop	Nalgonda.X.Roads.Bus.Stop	1
Saidabad.Bus.Stop	Malakpet	1
Saidabad.Bus.Stop	Phisalbanda	2
Saidabad.Bus.Stop	Press(Saidabad)	5
Saidabad.Bus.Stop	Champapet	1
Saidabad.Bus.Stop	Mosarambagh.	1
Suraram	Jeedimetla.Bus.Stop	9
Suraram	Balanagar.Bus.Stop	2
Suraram	Moosapet.Bus.Stop	1
Suraram	Bahadurpally	1
Suraram	Suraram.X.Road	6
Suraram	Gomaram	1
Bahadurpally	Charminar.Bus.Stop	1
Bahadurpally	Suraram.X.Road	4
Bahadurpally	Dulapally	1
HAL.Colony	Charminar.Bus.Stop	1
Uday.Nagar	Jeedimetla.Bus.Stop	1
Uday.Nagar	Pragathi.Nagar.Bus.Stop	1
Kesav.Giri	Koti.Bus.Stop	1
Kesav.Giri	Barkas	6
Kesav.Giri	Risala.Bazar	1
Kesav.Giri	Lab.Quarters.Main.Bus.Stop	4
Kesav.Giri	Midhani	1
Kesav.Giri	Qutubullapur	1
Kesav.Giri	Pahadi.Shareef	4
Kesav.Giri	Falaknuma.Railway.Station	5
Kesav.Giri	Chandrayanagutta	8
Kesav.Giri	Aramghar(Shivarampally)	1
Kesav.Giri	Bandlaguda(Chandrayanagutta)	1
Qutubullapur	Suchitra.Bus.Stop	1
Qutubullapur	Chintal.Bus.station	1
A.G.Colony	Ram.Nagar	1
Gayatri.Hills	Sri.Nagar.colony	2
Gayatri.Hills	Indira.Nagar	1
Gayatri.Hills	Venkatagiri	1
Indira.Nagar	Mehdipatnam.Bus.Stop	1
Indira.Nagar	Jubilee.Hills	1
Indira.Nagar	Sri.Nagar.colony	1
Indira.Nagar	Venkatagiri	5
State.Home	Yousufguda.basti.Bus.Stop	8
State.Home	Yousufguda.Checkpost	3
Railway.Crossing	SIFCO	1
SIFCO	Jinkalwada	1
Jinkalwada	Balanagar.Bus.Stop	1
Rly.Bridge	Aliabad	1
Khilwat	Shah.ali.banda.New.Bus.Stop	27
Yellamma.Temple	Sanath.Nagar.Bus.Stop	1
Kalyan.Nagar	ESI.Bus.Stop	1
Kalyan.Nagar	S.R.Nagar	2
Jawahar.Nagar	Kalyan.Nagar	2
Jawahar.Nagar	Vengal.Rao.Nagar	1
Vengal.Rao.Nagar	S.R.Nagar	1
Anand.Theatre	Paradise.Bus.Stop	51
Police.Lines-Begumpet.Bus.Stop	Paradise.Bus.Stop	5
Police.Lines-Begumpet.Bus.Stop	James.Street	5
Police.Lines-Begumpet.Bus.Stop	Anand.Theatre	51
Prakash.Nagar.Bus.Stop	Ameerpet.Bus.Station	2
Prakash.Nagar.Bus.Stop	Balkampet	1
Prakash.Nagar.Bus.Stop	Police.Lines-Begumpet.Bus.Stop	57
Prakash.Nagar.Bus.Stop	HPS	1
Prakash.Nagar.Bus.Stop	China.kanjarla	1
Shyamlal.Building	Prakash.Nagar.Bus.Stop	40
Shyamlal.Building	Begumpet.Railway.Station	1
Shyamlal.Building	Shoppers.Stop	8
HPS	Shyamlal.Building	47
HPS	Lalbungalow	2
HPS	Shoppers.Stop	2
Begumpet.Railway.Station	Prakash.Nagar.Bus.Stop	7
Begumpet.Railway.Station	HPS	47
Greenlands	Ameerpet.Bus.Station	1
Greenlands	Begumpet.Railway.Station	54
Greenlands	Raj.Bhavan	3
Sheeshamahal	Balkampet	1
Sheeshamahal	Greenlands	24
Sheeshamahal	Blue.Moon(Panjagutta)	9
Sheeshamahal	Lalbungalow	8
Allwyn.Colony.Bus.Stop	Secunderabad.Junction	1
Allwyn.Colony.Bus.Stop	KPHB.Colony.Bus.Stop	1
Allwyn.Colony.Bus.Stop	Jagadgiri.Gutta.Bus.Stop	1
Allwyn.Colony.Bus.Stop	Sumithra.Nagar	1
KPHB.Colony.Bus.Stop	Secunderabad.Junction	2
KPHB.Colony.Bus.Stop	Kachiguda.Bus.Stop	1
KPHB.Colony.Bus.Stop	Uppal.Bus.Stop	1
KPHB.Colony.Bus.Stop	Jagadgiri.Gutta.Bus.Stop	1
KPHB.Colony.Bus.Stop	KPHB.IVth.phase	3
KPHB.Colony.Bus.Stop	Sumithra.Nagar	21
KPHB.Colony.Bus.Stop	KPHB.Colony.Phase-1	7
Kukatpally.Bus.Stop	Secunderabad.Junction	1
Kukatpally.Bus.Stop	Balanagar.Bus.Stop	5
Kukatpally.Bus.Stop	Erragadda	2
Kukatpally.Bus.Stop	ESI.Bus.Stop	2
Kukatpally.Bus.Stop	Borabanda.Bus.Stop	1
Kukatpally.Bus.Stop	KPHB.Colony.Bus.Stop	6
Kukatpally.Bus.Stop	KPHB.IVth.phase	3
Kukatpally.Bus.Stop	Miyapur.X.Roads	1
Kukatpally.Bus.Stop	LV.Prasad.Bus.Stop	1
Bharat.Nagar(Moosapet).Bus.Stop	ESI.Bus.Stop	6
Bharat.Nagar(Moosapet).Bus.Stop	Moosapet.Bus.Stop	28
Bharat.Nagar(Moosapet).Bus.Stop	Borabanda.Bus.Stop	1
Uppal.Bus.Stop	Dilsukhnagar.Bus.station	1
Uppal.Bus.Stop	Survey.Of.India	1
Uppal.Bus.Stop	Gandhi.Statue	19
Uppal.Bus.Stop	Uppal.Depot	3
Uppal.Bus.Stop	Church.Bus.Stop(Ramanthapur)	1
Uppal.Bus.Stop	Church.Colony	1
Uppal.Bus.Stop	Hakimpet	1
Uppal.Bus.Stop	Parwathapur	2
NGRI	Uppal.Bus.Stop	1
NGRI	Survey.Of.India	24
NGRI	Church.Bus.Stop(Ramanthapur)	1
Venkatagiri	Jubilee.Checkpost.Bus.Stop	5
Venkatagiri	Jubilee.Hills	1
Jagadgiri.Gutta.Bus.Stop	Kachiguda.Bus.Stop	1
Jagadgiri.Gutta.Bus.Stop	Pragathi.Nagar.Bus.Stop	1
Jagadgiri.Gutta.Bus.Stop	Sumithra.Nagar	1
Jagadgiri.Gutta.Bus.Stop	Gandhi.Nagar.Bus.Stop	2
Pragathi.Nagar.Bus.Stop	Asbestas.Colony.Bus.Stop	1
Pragathi.Nagar.Bus.Stop	Sri.Sai.Nagar.Lake	1
Pragathi.Nagar.Bus.Stop	HMT.Hills.Colony	1
Asbestas.Colony.Bus.Stop	Kukatpally.Bus.Stop	1
Asbestas.Colony.Bus.Stop	Jagadgiri.Gutta.Bus.Stop	1
Asbestas.Colony.Bus.Stop	Lingampally.Bus.Stop	2
Asbestas.Colony.Bus.Stop	Srinivas.Nagar.Bus.Stop	1
Asbestas.Colony.Bus.Stop	Mandal.Office.(Patancheru)	2
KPHB.IVth.phase	Secunderabad.Junction	3
JNTU(Kukatpally).Bus.Stop	Secunderabad.Junction	1
JNTU(Kukatpally).Bus.Stop	KPHB.Colony.Bus.Stop	22
JNTU(Kukatpally).Bus.Stop	Kukatpally.Bus.Stop	3
JNTU(Kukatpally).Bus.Stop	Vasanth.Nagar.Bus.Stop	10
JNTU(Kukatpally).Bus.Stop	Sumithra.Nagar	1
JNTU(Kukatpally).Bus.Stop	KPHB.Colony.MIG	1
JNTU(Kukatpally).Bus.Stop	Nizampet.	4
Blue.Moon(Panjagutta)	Panjagutta.Bus.Stop	2
Blue.Moon(Panjagutta)	Greenlands	11
Blue.Moon(Panjagutta)	Lalbungalow	1
Jaheer.Nagar	Panjagutta.Bus.Stop	2
Jaheer.Nagar	Nandi.Nagar.Bus.Stop	2
Nandi.Nagar.Bus.Stop	Secunderabad.Junction	3
Nandi.Nagar.Bus.Stop	Kondapur.Bus.Stop	1
Nandi.Nagar.Bus.Stop	Banjara.Hills	6
Nandi.Nagar.Bus.Stop	LV.Prasad.Bus.Stop	5
Rahmath.Nagar.Bus.Stop	Secunderabad.Junction	1
Rahmath.Nagar.Bus.Stop	Yousufguda.basti.Bus.Stop	1
Rahmath.Nagar.Bus.Stop	Yousufguda.Checkpost	3
VBIT(Ascendas.IT.Park)	Koti.Bus.Stop	1
VBIT(Ascendas.IT.Park)	Secunderabad.Junction	1
VBIT(Ascendas.IT.Park)	Womens.college.Bus.Stop	1
VBIT(Ascendas.IT.Park)	Yousufguda.basti.Bus.Stop	1
VBIT(Ascendas.IT.Park)	Hitech.City.Bus.Stop	3
VBIT(Ascendas.IT.Park)	KPHB.Colony.Bus.Stop	1
VBIT(Ascendas.IT.Park)	Prasanth.Nagar(Moula.Ali)	1
VBIT(Ascendas.IT.Park)	Patancheru.Bus.Stop	1
Mindspace	VBIT(Ascendas.IT.Park)	4
Mindspace	Vittal.Rao.Nagar	1
Cyber.Gateway.Bus.Stop	Mindspace	3
Cyber.Gateway.Bus.Stop	Sherlingampally	2
Cyber.Gateway.Bus.Stop	Shilparamam.parking(hitech.city)	1
Nizampet	Pragathi.Nagar.Bus.Stop	1
Nizampet	JNTU(Kukatpally).Bus.Stop	1
Nizampet	Hydernagar	2
Nizampet.X.Roads	JNTU(Kukatpally).Bus.Stop	5
Nizampet.X.Roads	Nizampet	2
Nizampet.X.Roads	Vasanth.Nagar.Bus.Stop	2
Nizampet.X.Roads	Nizampet.	3
Vasanth.Nagar.Bus.Stop	Secunderabad.Junction	1
Vasanth.Nagar.Bus.Stop	Nizampet	3
Vasanth.Nagar.Bus.Stop	Nizampet.	8
Hydernagar	JNTU(Kukatpally).Bus.Stop	2
Hydernagar	Nizampet.X.Roads	9
Hydernagar	Miyapur.Bus.Stop	3
Miyapur.X.Roads	Hydernagar	17
Miyapur.X.Roads	Deepthisree	6
Miyapur.X.Roads	Lingampally.Bus.Stop	1
Miyapur.X.Roads	Hafeezpet.Bus.Stop	4
Miyapur.Bus.Stop	Borabanda.Bus.Stop	1
Miyapur.Bus.Stop	Miyapur.X.Roads	18
Hitech.City.MMTS.Station	Hitech.City.Bus.Stop	3
Prasanth.Nagar(Moula.Ali)	Secunderabad.Junction	1
Prasanth.Nagar(Moula.Ali)	Railway.Quarters.Moulali	1
Prasanth.Nagar(Moula.Ali)	Nampally	1
Shanti.Nagar(Lalapet)	Lalapet	5
Indira.Gruhakalph.Colony	Secunderabad.Junction	1
NMDC(Moula.Ali)	RTC.Colony(Moula.ali)	2
East.Anand.Bagh	NMDC(Moula.Ali)	3
Anand.Bagh.Gate	East.Anand.Bagh	3
Lalbungalow	Begumpet.Railway.Station	5
Lalbungalow	Greenlands	1
NTR.Stadium.Bus.Stop	Secunderabad.Junction	1
NTR.Stadium.Bus.Stop	Indira.Park	2
Santoshi.Matha.Colony	Old.Safilguda	2
Old.Safilguda	Sudha.Nagar.Colony	2
Sudha.Nagar.Colony	Laxmi.Nagar(Sainathpuram)	2
Laxmi.Nagar(Sainathpuram)	Sainathpuram.Bus.Stop	2
Sainathpuram.Bus.Stop	Sai.baba.Temple(A.S.Rao.Nagar)	2
Sai.baba.Temple(A.S.Rao.Nagar)	Sharada(officers.colony)	2
LV.Prasad.Bus.Stop	Secunderabad.Junction	1
LV.Prasad.Bus.Stop	Panjagutta.Bus.Stop	5
LV.Prasad.Bus.Stop	Yousufguda.basti.Bus.Stop	1
Apollo.Pharmacy(Madhapur)	Lakdikapool.Bus.Stop	1
Apollo.Pharmacy(Madhapur)	Jubilee.Hills	4
Apollo.Pharmacy(Madhapur)	Film.Nagar	5
Film.Nagar	Secunderabad.Junction	5
Film.Nagar	ECIL.Bus.Stop	1
Film.Nagar	Anandbag.Bus.Stop	1
Film.Nagar	Saidabad.Bus.Stop	1
Film.Nagar	VBIT(Ascendas.IT.Park)	1
Kakatiya.Nagar(Sainikpuri)	Vayupuri	1
Kakatiya.Nagar(Sainikpuri)	Vinayak.Nagar	1
Police.Station(Malkajgiri)	Prasanth.Nagar(Moula.Ali)	1
Ramakrishna.Puram.Railway.Station	Neredemet.PS	1
Ramakrishna.Puram.Railway.Station	Neredmet.X.Road.Bus.Stop	11
Ramakrishna.Puram.Railway.Station	Sanikpuri.Bus.Stop	1
Ramakrishna.Puram.Railway.Station	Ramakrishnapuram.X.Roads(AOC)	2
Arts.College.MMTS	Shankar.Mutt	1
Arts.College.MMTS	Warasiguda.Bus.Stop	2
Arts.College.MMTS	Jamia.Osmania.Bus.Stop	4
Arts.College.MMTS	Tarnaka.Bus.Stop	1
Arts.College.MMTS	Boudha.Nagar(Arts.College)	1
Shoppers.Stop	Police.Lines-Begumpet.Bus.Stop	6
Shoppers.Stop	Prakash.Nagar.Bus.Stop	17
Shoppers.Stop	Begumpet.Railway.Station	4
Road.No.1	Panjagutta.Bus.Stop	11
Road.No.1	Road.no.7	4
Defence.Colony	Neredemet.PS	3
Defence.Colony	Shopping.Centre(Sainikpuri)	6
Nirmal.nagar.Bus.Stop	Defence.Colony	10
Nirmal.nagar.Bus.Stop	Amuguda.Bus.Stop	3
YMCA(Secunderabad)	Alugadda.Bhavi	1
YMCA(Secunderabad)	Ram.Nagar	1
YMCA(Secunderabad)	AOC	1
YMCA(Secunderabad)	West.Marredpally	4
Road.no.2	LV.Prasad.Bus.Stop	3
Sumithra.Nagar	Kukatpally.Bus.Stop	27
Sumithra.Nagar	Prashanthi.Nagar	4
Deepthisree	Miyapur.Bus.Stop	10
Deepthisree	Gangaram	8
Huda.Colony(Lingampalli)	Deepthisree	8
Gangaram	Huda.Colony(Lingampalli)	8
Gangaram	HCU	1
Chanda.Nagar	Himayath.Nagar	1
Chanda.Nagar	Gangaram	16
Lingampally.Bus.Stop	Secunderabad.Junction	1
Lingampally.Bus.Stop	Bolarum.Bus.Station	1
Lingampally.Bus.Stop	KPHB.Colony.Bus.Stop	1
Lingampally.Bus.Stop	Uppal.Bus.Stop	2
Lingampally.Bus.Stop	JNTU(Kukatpally).Bus.Stop	2
Lingampally.Bus.Stop	Gangaram	1
Lingampally.Bus.Stop	Chanda.Nagar	16
Lingampally.Bus.Stop	HCU	2
Lingampally.Bus.Stop	Alind	2
Lingampally.Bus.Stop	Jhothi.Nagar	2
Lingampally.Bus.Stop	Nalagandla	2
Lingampally.Bus.Stop	Manchal	1
Cherlapally.Central.Jail	Chakri.puram.colony	2
Chinna.Cherlapally	Cherlapally.Central.Jail	2
Chinna.Cherlapally	E.C.Nagar	1
Cherlapally.Bus.Stop	HCL.Colony	1
Cherlapally.Bus.Stop	Chinna.Cherlapally	1
Cherlapally.Bus.Stop	E.C.Nagar	2
Ferozeguda	Chinnathokata	1
Ferozeguda	New.Bowenpally.Bus.Stop	19
Ferozeguda	Sikh.Village.Rd	2
Shobana	Old.Bowenpally.Bus.Stop	1
Shobana	Ferozeguda	19
Prashanthi.Nagar	Kukatpally.Bus.Stop	12
BHEL.Hospital	Lingampally.Bus.Stop	5
BHEL	ECIL.Bus.Stop	1
BHEL	BHEL.Hospital	5
BHEL	Ashoknagar(Lingampally)	1
BHEL	R.C.Puram.Mandal.Office	2
Uppal.X.Road.Bus.Stop	Secunderabad.Junction	1
Uppal.X.Road.Bus.Stop	LB.Nagar.Bus.Stop	1
Uppal.X.Road.Bus.Stop	Uppal.Bus.Stop	3
Uppal.X.Road.Bus.Stop	Survey.Of.India	29
Uppal.X.Road.Bus.Stop	Ferzajiguda	3
Uppal.X.Road.Bus.Stop	Uppal.Depot	3
Uppal.X.Road.Bus.Stop	Sripuram.Colony.Stop	1
Uppal.X.Road.Bus.Stop	Nagole.Bus.Stop	20
Uppal.X.Road.Bus.Stop	Snehapuri.Colony.Bus.Stop	1
Uppal.X.Road.Bus.Stop	Hayath.Nagar.Bus.Stop	1
Uppal.X.Road.Bus.Stop	Parwathapur	1
Electric.Junction	Uppal.X.Road.Bus.Stop	19
Gandhi.Statue	Electric.Junction	19
Ferzajiguda	Uppal.Bus.Stop	17
Boduppal.kaman	Uppal.Bus.Stop	2
Boduppal.kaman	Ferzajiguda	20
Uppal.Depot	Secunderabad.Junction	1
Uppal.Depot	Boduppal.kaman	18
Uppal.Depot	Chengi.Cherla	1
Uppal.Depot	Narapally	4
Uppal.Depot	Ghatkesar.Bus.Stop	12
Uppal.Depot	Jeedimetla(Ghatkesar)	3
Uppal.Depot	Korremmula	1
Uppal.Depot	Bhagya.Nagar.Colony(Uppal)	1
Water.Tank(Boduppal)	Boduppal.kaman	2
Boduppal	Secunderabad.Junction	1
Boduppal	Water.Tank(Boduppal)	2
Chengi.Cherla	Secunderabad.Junction	1
Church.Bus.Stop(Ramanthapur)	Uppal.X.Road.Bus.Stop	18
Ramanthapur.colony.Bus.Stop	Church.Bus.Stop(Ramanthapur)	20
Ramanthapur.colony.Bus.Stop	Venkata.Reddy.Nagar.Bus.Stop	1
Ramanthapur.colony.Bus.Stop	Laxminarayana.Colony	1
Ramanthapur.colony.Bus.Stop	Amberpet.Bus.Station	2
Ramanthapur.colony.Bus.Stop	TV.Studio	4
RTC.Colony.(Ramanthapur)	Secunderabad.Junction	1
RTC.Colony.(Ramanthapur)	Ramanthapur.colony.Bus.Stop	1
Venkata.Reddy.Nagar.Bus.Stop	VST.Bus.Stop	1
Venkata.Reddy.Nagar.Bus.Stop	Uppal.Bus.Stop	1
Venkata.Reddy.Nagar.Bus.Stop	TV.Studio.	2
Laxminarayana.Colony	Mehdipatnam.Bus.Stop	1
Road.no.7	Pension.Office(Masabtank).Bus.Stop	4
Road.no.7	Jubilee.Hills	1
Kavadiguda	Bible.House	5
Kavadiguda	Gandhi.Nagar(Kavadiguda).Bus.Stop	3
Kavadiguda	Kalpana	6
Gandhi.Nagar(Kavadiguda).Bus.Stop	Ashok.Nagar(Kavadiguda)	3
Gandhi.Nagar(Kavadiguda).Bus.Stop	Padmashali.Colony	4
Gandhi.Nagar(Kavadiguda).Bus.Stop	Kalpana	4
Ashok.Nagar(Kavadiguda)	Indira.Park	3
Ashok.Nagar(Kavadiguda)	Kalpana	4
Indira.Park	Secretariat.Bus.Stop	6
Indira.Park	Birla.Mandir	2
Accountant.General.Office	Nampally	4
Mallapally.Mask	Vijaya.Nagar.Colony.Bus.Stop(New.Mallepally)	2
P.and.T.Colony	Indira.Park	1
Attapur	Rethibowli	2
Attapur	Kismatpura	2
Attapur	Karvan	5
Attapur	Jyothi.Nagar.Bus.Station	1
Attapur	Laxmi.Nagar(Mehdipatnam)	1
Kismatpura	Rajendra.Nagar.Bus.Depot.Bus.Stop	1
Kismatpura	Bandlaguda	1
Satharai	Gaganpahad	2
Rice.Mill(Shamshabad)	Satharai	2
Rajiv.Gandhi.International.Airport(Shamshabad)	Secunderabad.Junction	2
Rajiv.Gandhi.International.Airport(Shamshabad)	Dilsukhnagar.Bus.station	2
Rajiv.Gandhi.International.Airport(Shamshabad)	HCL.Colony	1
Family.Qtrs	Lothkunta.Bus.Stop	1
Bhudevi.Nagar	Secunderabad.Junction	1
Bhudevi.Nagar	Family.Qtrs	1
West.Venkatapuram.Last.Bus.Stop	Venkatapuram.Last.Bus.Stop	1
Tv.Tower	Saroor.Nagar.Bus.Terminal	1
Kowkur	Secunderabad.Junction	1
Kowkur	MB.Darga	1
Press(Saidabad)	Jail.Garden	3
Press(Saidabad)	Nalgonda.X.Roads.Bus.Stop	2
Press(Saidabad)	Upperguda	2
Kowkur.X.Roads	Risala.Bazar	2
Kowkur.X.Roads	Kowkur	1
Surya.Nagar(Alwal)	Secunderabad.Junction	2
Nag.Mandir	Lal.Bazar.Bus.Stop	7
EME.Centre.Bus.Stop	Nag.Mandir	4
EME.Centre.Bus.Stop	RSI.Club	2
RSI.Club	Kowkur.X.Roads	2
Thurakapalli	Secunderabad.Junction	1
Thurakapalli	Risala.Bazar	1
Thurakapalli	Hakimpet.Airbase	1
Santhosh.Nagar.Bus.Stand	Charminar.Bus.Stop	1
Santhosh.Nagar.Bus.Stand	Phisalbanda	1
Gunrock	Subhash.Nagar(Alwal)	2
RTC.Colony(Subash.nagar)	Kharkhana.Bus.Stop	1
RTC.Colony(Subash.nagar)	Gunrock	2
RTC.Colony(Subash.nagar)	Subhash.Nagar(Alwal)	2
Subhash.Nagar(Alwal)	Lal.Bazar.Bus.Stop	1
Subhash.Nagar(Alwal)	Jeedimetla.Bus.Stop	1
Subhash.Nagar(Alwal)	Bhudevi.Nagar	1
Sikh.Village.Rd	Paradise.Bus.Stop	3
Sikh.Village.Rd	Tadbund.Bus.Stop	11
Diamond.Point	Paradise.Bus.Stop	1
Diamond.Point	RTC.Colony(Subash.nagar)	1
Diamond.Point	Sikh.Village.Rd	10
Diamond.Point	Mudfort	4
Amuguda.Bus.Stop	Yapral.Bus.Stop	2
Amuguda.Bus.Stop	Nag.Mandir	3
Amuguda.Bus.Stop	EME.Centre.Bus.Stop	2
Indira.Nagar(Subhash.Nagar)	Military.Dairy.Farm	1
Indira.Nagar(Subhash.Nagar)	Suchitra.Bus.Stop	1
Indira.Nagar(Subhash.Nagar)	Subhash.Nagar(Alwal)	2
Bank.Colony(Qutubullapur)	Secunderabad.Junction	1
Bank.Colony(Qutubullapur)	Sri.Ram.Nagar(Chintal)	1
Bank.Colony(Qutubullapur)	Qutubullapur	1
Jeedimetla.Sub-Station	Suchitra.Bus.Stop	1
Suraram.X.Road	Jeedimetla.Bus.Stop	2
Balaji.Nagar.bus.stop(Balaji.Nagar)	Nampally	1
Balaji.Nagar.bus.stop(Balaji.Nagar)	Army.College.Of.Dental.Sciences	1
Balaji.Nagar.bus.stop(Balaji.Nagar)	Malkaram.Bus.Stop	1
Army.College.Of.Dental.Sciences	Rajiv.Gruhakalpa.Colony	1
Loyola.Academy	Suchitra.Bus.Stop	6
MG.Nagar	Secunderabad.Junction	1
Race.Course	Gymkhana.Grounds	2
Race.Course	Mudfort	1
Mudfort	Paradise.Bus.Stop	6
Mudfort	Hasmatpet	3
Hasmatpet	Indira.Nagar(Subhash.Nagar)	1
Hasmatpet	HAL.Colony(Old.Bowenpally)	3
Hasmatpet	Dubai.Gate	4
Hasmatpet	Green.Field.Colony	1
HAL.Colony(Old.Bowenpally)	Old.Bowenpally.Bus.Stop	3
Center.Point	Diamond.Point	4
Bapuji.Nagar(Bowenpally).Bus.Stop	Center.Point	4
Ashok.Gardens	Bapuji.Nagar(Bowenpally).Bus.Stop	4
Dubai.Gate	Ashok.Gardens	4
Green.Field.Colony	Secunderabad.Junction	1
Apuroopa.Bus.Stop	Secunderabad.Junction	1
Durga.Estate	Bank.Colony(Qutubullapur)	1
Sai.Nagar(Bala.Nagar)	Raju.Colony(Ferozeguda)	1
Raju.Colony(Ferozeguda)	Shobana	1
Papi.Reddy.Nagar	Jagadgiri.Gutta.Bus.Stop	7
Papi.Reddy.Nagar	Gandhi.Nagar.Bus.Stop	7
Gandhi.Nagar.Bus.Stop	Asbestas.Colony.Bus.Stop	2
Gandhi.Nagar.Bus.Stop	Ranga.reddy.nagar	1
Giri.Nagar	Gandhi.Nagar.Bus.Stop	9
Srinivas.Nagar.Bus.Stop	Jagadgiri.Gutta.Bus.Stop	1
Srinivas.Nagar.Bus.Stop	Chandragiri.Nagar	1
Sri.Sai.Nagar.Lake	Secunderabad.Junction	1
AOC	East.Marredpally	3
AOC	Safilguda.Bus.Stop	3
AOC	Mess	5
Military.Canteen(AOC)	AOC	3
Military.Canteen(AOC)	Ramakrishnapuram.X.Roads(AOC)	1
Military.Canteen(AOC)	Mess	6
Ramakrishnapuram.X.Roads(AOC)	Tirumalgherry.	1
Mess	Ramakrishna.Puram.Railway.Station	9
Mess	Ramakrishnapuram.X.Roads(AOC)	1
AOC.Gate	AOC	3
AOC.Gate	Military.Canteen(AOC)	3
AOC.Gate	Mess	3
West.Marredpally	AOC	4
West.Marredpally	AOC.Gate	9
Sherlingampally	Peddamma.Gudi	2
Padmashali.Colony	Kavadiguda	4
Kalpana	New.Science.College	2
Kalpana	Bholakpur(Boiguda)	6
Old.MLA.Qtrs	Ram.Koti	1
Old.MLA.Qtrs	Himayath.Nagar	4
King.Koti	Abids.Bus.Stop	5
King.Koti	Old.MLA.Qtrs	4
New.Science.College	Gandhi.Nagar(Kavadiguda).Bus.Stop	2
Parsigutta	Gangaputra.Colony.Bus.Stop	2
Skandagiri	Parsigutta	2
Bholakpur(Boiguda)	Musheerabad.Bus.Stop	6
Jagapathi.Hills	Borabanda.Bus.Stop	1
Ahmed.Nagar	Mehdipatnam.Bus.Stop	3
GPFA.QTRS	Secunderabad.Junction	1
Hafeezpet.Bus.Stop	Kondapur.Bus.Stop	5
Hafeezpet.Bus.Stop	Uppal.Bus.Stop	1
Shilparamam.parking(hitech.city)	Hitech.City.Bus.Stop	3
Shilparamam.parking(hitech.city)	Film.Nagar	1
Raj.Bhavan	Khairatabad.Bus.Stop	4
HCU	H.S.Dargha	1
Syed.Nagar	Pension.Office(Masabtank).Bus.Stop	2
MLA.Colony.Bus.Stop	Secunderabad.Junction	1
MLA.Colony.Bus.Stop	Jubilee.Checkpost.Bus.Stop	1
MLA.Colony.Bus.Stop	Kondapur.Bus.Stop	1
MLA.Colony.Bus.Stop	Film.Nagar	1
Sampoorna.Theater	Chilakalguda(Gandhi.Statue)	2
Sampoorna.Theater	Vanasthalipuram	3
Nacharam.Industrial.Area	Mallapur(Annapurna.Colony)	1
Boudha.Nagar(Arts.College)	Warasiguda.Bus.Stop	9
Domalguda	Liberty.Bus.Stop	1
Ambedkar.Nagar(Chinthal.Basthi)	Masab.Tank.Bus.Stop	2
Bella.colony	Lal.Darwaza	4
Gowlipura	Lal.Darwaza	4
Gowlipura	Lalitha.Bagh	1
Pahadi.Shareef	Koti.Bus.Stop	1
Pahadi.Shareef	Womens.college.Bus.Stop	1
Pahadi.Shareef	Mamidipally	2
Pahadi.Shareef	RN.Reddy.Colony	1
Pahadi.Shareef	Tukkuguda	9
Pahadi.Shareef	Raviryal	2
Pahadi.Shareef	Kandukur.X.Roads	1
Lalitha.Bagh	Charminar.Bus.Stop	1
Lalitha.Bagh	Riyasat.Nagar	3
Fateh.Darwaza	Misri.Gunj	2
Fateh.Darwaza	Qazipura	1
Misri.Gunj	Gulshan.Function.Hall	2
Gulshan.Function.Hall	Shama	2
Shama	Bushrath.Nagar	2
Bushrath.Nagar	Saleheen.Colony	2
Saleheen.Colony	Gulzar.Nagar	2
Gulzar.Nagar	Teegala.Kunta	2
Teegala.Kunta	Charminar.Bus.Stop	1
Teegala.Kunta	Maruthi.Nagar(Kothapet)	1
Maruthi.Nagar(Kothapet)	New.Maruthi.Nagar	3
Maruthi.Nagar(Kothapet)	Alkapuri.Bus.Stop	1
Azampura	Afzalgunj.Bus.Stop	1
Azampura	MGBS.Bus.Stop	2
Azampura	Nalgonda.X.Roads.Bus.Stop	4
Azampura	Salar.jung.Museum(Darulshifa)	4
Darulshifa	Charminar.Bus.Stop	1
Darulshifa	Azampura	4
