#Source	#Target	#Weight
Annaram(prakruthi.nivas)	Suraram	1
Annaram(prakruthi.nivas)	Bahadurpally	1
Annaram(prakruthi.nivas)	Gagillapur	1
Dundigal.Airbase	Dundigal.X.road	2
Dundigal.X.road	Bahadurpally	3
Jinnaram	Vavilala	1
Jinnaram	Bonthapally	2
Jinnaram	LP.gudem	1
Jinnaram	Jangampet	1
Vavilala	Dundigal.X.road	1
Vavilala	Gagillapur	1
Nutankal	Srirangavaram	1
Nutankal	Kanukunta	1
Srirangavaram	Gundla	1
Gundla	Pochampally	1
Gowdavalli	Kandlakoya	1
Timmapally.Bus.Stop	Yadgiripally	1
Yadgiripally	Chiriyala	1
Ankireddipalli.Bus.Stop	Keshavpur	1
Bogaram.Bus.Stop	Koti.Bus.Stop	1
Bogaram.Bus.Stop	Reddy.Gudem	1
Bogaram.Bus.Stop	Kondapur(Ghatkesar)	2
Bogaram.Bus.Stop	Jiyapally	1
Reddy.Gudem	Keesara.Bus.Stop	1
Prajay.Sai.Gardens	Bandlaguda(Nagaram)	1
Narapally	Ghatkesar.Bus.Stop	7
Ghatkesar.Bus.Stop	Koti.Bus.Stop	1
Ghatkesar.Bus.Stop	Secunderabad.Junction	1
Ghatkesar.Bus.Stop	Suraram	1
Ghatkesar.Bus.Stop	Pillaipalli	1
Ghatkesar.Bus.Stop	Aushapur.Railway.Gate	3
Ghatkesar.Bus.Stop	Aushapur	2
Ghatkesar.Bus.Stop	Pocharam.Village.Main.Rd	1
Ghatkesar.Bus.Stop	NFC.Nagar	3
Ghatkesar.Bus.Stop	Edulabad.Lake	3
Ghatkesar.Bus.Stop	Bibinagar	2
Ghatkesar.Bus.Stop	Enkiryal	1
Ghatkesar.Bus.Stop	Kondamadugu	1
Ghatkesar.Bus.Stop	Dharmaram	1
Aushapur.Railway.Gate	Aushapur	3
Aushapur	Koti.Bus.Stop	1
Aushapur	Nemuragomla	2
Aushapur	Kapol.X.roads	1
Aushapur	Jiyapally	1
Jeedimetla(Ghatkesar)	Narapally	2
Jeedimetla(Ghatkesar)	Tenugudem	1
Nemuragomla	Dayara	2
Dayara	Jamilapet	2
Jamilapet	Secunderabad.Junction	2
E.C.Nagar	Cable.X.Road	3
Jukal	Secunderabad.Junction	1
Shakti.Sai.Nagar(Mallapur)	ECIL.Bus.Stop	1
Kothewalguda	Afzalgunj.Bus.Stop	1
Kavaguda	Afzalgunj.Bus.Stop	1
Muchintala	Afzalgunj.Bus.Stop	1
Nanajipur	Afzalgunj.Bus.Stop	1
Sultanpally	MGBS.Bus.Stop	1
Tukkuguda	Laemuru.village	3
Tukkuguda	Harshaguda	1
Tukkuguda	Kandukur	5
Tukkuguda	Maheshwaram	2
Tukkuguda	Rachalooru	2
Tukkuguda	Kandukur.X.Roads	1
Laemuru.village	JBS.Bus.Stop	1
Laemuru.village	Guduru.village	1
Laemuru.village	Kandukur	1
Guduru.village	Afzalgunj.Bus.Stop	2
Nagireddy.Palli	Secunderabad.Junction	1
Nagireddy.Palli	Cherlapally.Bus.Stop	1
Harshaguda	Womens.college.Bus.Stop	1
Kandukur	Charminar.Bus.Stop	1
Kandukur	Womens.college.Bus.Stop	1
Kandukur	Ibrahimpatnam.Bus.Station	3
Kandukur	Chippalapally	1
Kandukur	Mannyaguda	1
Kandukur	Dabbadaguda	1
Kandukur	Dasrlapally	1
Maheshwaram	Afzalgunj.Bus.Stop	1
Maheshwaram	Charminar.Bus.Stop	1
Maheshwaram	Womens.college.Bus.Stop	1
Maheshwaram	Ameerpet.Bus.Station	1
Maheshwaram	Tummalur	1
Raviryal	Kongara.Kalan	2
Kongara.Kalan	Charminar.Bus.Stop	2
Kongara.Kalan	Tukkuguda	1
Kongara.Kalan	Mangalpally	1
Kongara.Kalan	Rachalooru	1
Bowrampet	Gandi.Maisamma	4
Ibrahimpatnam.Bus.Station	Afzalgunj.Bus.Stop	1
Ibrahimpatnam.Bus.Station	Secunderabad.Junction	1
Ibrahimpatnam.Bus.Station	JBS.Bus.Stop	1
Ibrahimpatnam.Bus.Station	Rampally.X.Roads	1
Ibrahimpatnam.Bus.Station	Madhapur.Bus.Stop	1
Ibrahimpatnam.Bus.Station	Lingampally.Bus.Stop	1
Ibrahimpatnam.Bus.Station	Uppal.X.Road.Bus.Stop	1
Ibrahimpatnam.Bus.Station	Nagarjuna.Sagar.Road	1
Ibrahimpatnam.Bus.Station	Kongara.Kalan	2
Ibrahimpatnam.Bus.Station	Patelguda	2
Ibrahimpatnam.Bus.Station	Yacharam(Nagarjuna.Sagar.Road)	7
Ibrahimpatnam.Bus.Station	Khagazghat	1
Ibrahimpatnam.Bus.Station	Agapally	7
Ibrahimpatnam.Bus.Station	Nainampally	3
Ibrahimpatnam.Bus.Station	Dandumailaram	2
Ibrahimpatnam.Bus.Station	Manchal	5
Ibrahimpatnam.Bus.Station	Peddatundla	1
Aware.Global.Hospital	Hastinapuram	4
Dayanand.Nagar	Chanchalguda	12
Yamzal.x.Road	I.S.Sadan.Complex	6
Yamzal.x.Road	Ibrahimpatnam.Bus.Station	2
Sheriguda	Ibrahimpatnam.Bus.Station	2
Sheriguda	Mangalpally	1
Sheriguda	Ranganaguda	1
Mangalpally	I.S.Sadan.Complex	1
Mangalpally	Ramdaspally	1
Ramdaspally	Shamshabad.Bus.Stop	1
Ramdaspally	Koheda	1
Ramdaspally	Yamzal.x.Road	1
Batala.Cheruvu	Hayath.Nagar.Bus.Stop	1
Ranganaguda	BN.Reddy.Nagar.Bus.Stop	1
M.M.kunta	Yamzal.x.Road	1
Gosha.Mahal	Nampally	1
Gurramaguda	Nadargul	1
Pocharam.Village.Main.Rd	I.S.Sadan.Complex	1
Pocharam.Village.Main.Rd	Yamzal.x.Road	1
Pocharam.Village.Main.Rd	Narayanpur	2
Pocharam.Village.Main.Rd	Muthangi	1
Patelguda	Vijaya.Hospital	1
Patelguda	Yamzal.x.Road	1
Patelguda	Karanamguda	1
Patelguda	Vadigapally	1
Yamjal	I.S.Sadan.Complex	1
Kondapur(Ghatkesar)	Ghatkesar.Bus.Stop	2
NFC.Nagar	Secunderabad.Junction	1
NFC.Nagar	Edulabad.Lake	2
Edulabad.Lake	Secunderabad.Junction	2
Edulabad.Lake	Pillaipalli	1
Edulabad.Lake	Enkiryal	2
Sathyanarayana.Colony	Yamnampet	1
Yamnampet	Ghatkesar.Bus.Stop	1
Saibaba.Nagar(Jeedimetla)	Jeedimetla.Bus.Stop	1
Tenugudem	Koti.Bus.Stop	1
Korremmula	Bacharam	1
Korremmula	Ghatkesar.Bus.Stop	1
Parwathapur	Pratapsingaram	3
Pratapsingaram	Secunderabad.Junction	1
Pratapsingaram	Bachupally	1
Pratapsingaram	Korremmula	1
Amdapur	Mehdipatnam.Bus.Stop	1
Moinabad	Sai.Ram.Nagar(Langar.House)	1
Moinabad	Suraram	1
Moinabad	Bakaram	2
Moinabad	Appa.Reddy.Guda	1
Moinabad	Kanakamamidi	1
Moinabad	Peddamangalaram	1
Moinabad	Yelkaguda	1
Moinabad	Nakkalapally	1
Moinabad	KethiReedy.Pally	1
Moinabad	Kandada	1
Bakaram	Mehdipatnam.Bus.Stop	2
Appa.Reddy.Guda	Mehdipatnam.Bus.Stop	1
Chilkur.Balaji.Temple	Mehdipatnam.Bus.Stop	1
Kanakamamidi	Mehdipatnam.Bus.Stop	1
Peddamangalaram	Mehdipatnam.Bus.Stop	1
Chinnamangalaram	Mehdipatnam.Bus.Stop	1
Mothukulapalli	Mehdipatnam.Bus.Stop	1
Yelkaguda	Mehdipatnam.Bus.Stop	1
Kavvadipally	Abdullapurmet	1
Koheda.Village	Sanghi.Nagar	1
Injapure	Sanghi.Nagar	1
Saheb.Nagar(Vanasthalipuram)	Womens.college.Bus.Stop	1
Saheb.Nagar(Vanasthalipuram)	BN.Reddy.Nagar.Bus.Stop	1
Yacharam(Nagarjuna.Sagar.Road)	MGBS.Bus.Stop	1
Yacharam(Nagarjuna.Sagar.Road)	Medipally	3
Yacharam(Nagarjuna.Sagar.Road)	Mall	2
Yacharam(Nagarjuna.Sagar.Road)	Meerkhanpet	2
Yacharam(Nagarjuna.Sagar.Road)	Chintapatla	1
Yacharam(Nagarjuna.Sagar.Road)	Singaram	1
Medipally	Sarikonda	1
Medipally	Tadipatri	1
Medipally	Nanaknagar	1
Sarikonda	Mudwin	1
Mudwin	Ibrahimpatnam.Bus.Station	1
Mall	Ibrahimpatnam.Bus.Station	1
Mall	Marriguda	1
Mall	Ajilapur	1
Marriguda	Ghattuppal	1
Ghattuppal	Ibrahimpatnam.Bus.Station	1
Khagazghat	Datpally	1
Khagazghat	Japal	1
Datpally	Ibrahimpatnam.Bus.Station	1
Datpally	Mondigowrelly	1
Mondigowrelly	Mall	1
Meerkhanpet	Kandukur	2
Meerkhanpet	Ibrahimpatnam.Bus.Station	1
Meerkhanpet	Tadipatri	1
Tadipatri	Ibrahimpatnam.Bus.Station	2
Agapally	Yacharam(Nagarjuna.Sagar.Road)	1
Agapally	Khagazghat	1
Agapally	Rangapur	2
Agapally	Gungal	2
Agapally	Chintulla	1
Rangapur	Cheededu	1
Rangapur	Loyapalli	1
Cheededu	Datpally	1
Chintapatla	Kothapalli	1
Kothapalli	Ibrahimpatnam.Bus.Station	1
Ajilapur	Ibrahimpatnam.Bus.Station	1
Gungal	Loyapalli	2
Loyapalli	Kudaspally	3
Kudaspally	Ibrahimpatnam.Bus.Station	1
Kudaspally	Elgapally.Tanda	1
Kudaspally	Shivannaguda	1
Elgapally.Tanda	Ibrahimpatnam.Bus.Station	1
Nainampally	Rampally.X.Roads	1
Nainampally	polkampally	1
Nainampally	Dandumailaram	1
polkampally	Manyaguda	1
Manyaguda	Nerrapally	1
Nerrapally	Majeedpur	1
Nerrapally	Ibrahimpatnam.Bus.Station	1
Nanaknagar	Ibrahimpatnam.Bus.Station	1
Muknur	Dandumailaram	1
Dandumailaram	Pochampally	1
Dandumailaram	Nerrapally	1
Dandumailaram	Malkapur	2
Dandumailaram	Chotuppal	1
Japal	Ibrahimpatnam.Bus.Station	1
Japal	Arutla	1
Manchal	Japal	1
Manchal	MRO.office	3
Manchal	Chandkhanguda	1
Manchal	Chittapur	1
MRO.office	Arutla	3
Arutla	Ibrahimpatnam.Bus.Station	2
Arutla	P.C.tanda	1
Arutla	Azzinatanda	2
Arutla	Tipaiguda	1
P.C.tanda	Ibrahimpatnam.Bus.Station	1
Chandkhanguda	Arutla	1
Azzinatanda	Ibrahimpatnam.Bus.Station	2
Chittapur	Tipaiguda	1
Tipaiguda	Ibrahimpatnam.Bus.Station	1
Tipaiguda	Dandumailaram	1
Karanamguda	Kappad	1
Kappad	Mehdipatnam.Bus.Stop	1
Nakkalapally	Mehdipatnam.Bus.Stop	1
Yenkapally	Mehdipatnam.Bus.Stop	1
KethiReedy.Pally	Mehdipatnam.Bus.Stop	1
Mallapur(shamshabad)	Afzalgunj.Bus.Stop	1
Solipet	Afzalgunj.Bus.Stop	1
Akanpally	Afzalgunj.Bus.Stop	1
Botiguda	Afzalgunj.Bus.Stop	1
Manikyamma.Colony	Ibrahimpatnam.Bus.Station	1
Shivannaguda	Ibrahimpatnam.Bus.Station	1
Piglipuram	Dandumailaram	1
Singaram	Meerkhanpet	1
Rachalooru	Kandukur	1
Rachalooru	Ibrahimpatnam.Bus.Station	1
Rachalooru	Timmapur	1
Rachalooru	Akulamilaram	1
Chintulla	Meerkhanpet	1
Chintulla	Bashamoniguda	1
Peddatundla	Chintulla	1
Bashamoniguda	Malagudem	1
Malagudem	MGBS.Bus.Stop	1
Chippalapally	Womens.college.Bus.Stop	1
Mannyaguda	Afzalgunj.Bus.Stop	1
Nagaram(Shamshabad)	Maheshwaram	1
Nagaram(Shamshabad)	Siddapur	1
Nagaram(Shamshabad)	Kalwakurthy.Bus.Stop	1
Siddapur	Womens.college.Bus.Stop	1
Dabbadaguda	Womens.college.Bus.Stop	1
Dasrlapally	Afzalgunj.Bus.Stop	1
Kalwakurthy.Bus.Stop	Charminar.Bus.Stop	1
Timmapur	Secunderabad.Junction	1
Timmapur	Womens.college.Bus.Stop	1
Akulamilaram	Womens.college.Bus.Stop	1
Malkapur	Narayanpur	1
Malkapur	Chotuppal	1
Malkapur	Doulatabad	1
Narayanpur	Secunderabad.Junction	2
Narayanpur	ECIL.Bus.Stop	1
Narayanpur	Ibrahimpatnam.Bus.Station	1
Narayanpur	Alinagar	1
Chotuppal	Vijaya.Hospital	1
Chotuppal	Arutla	1
Kollapadakal	Kothapet.Bus.Stop	1
Kollapadakal	Porandla	1
Porandla	Uppal.Bus.Stop	1
Kapol.X.roads	Bibinagar	1
Bibinagar	Secunderabad.Junction	2
Bibinagar	Nagireddy.Palli	1
Bibinagar	Jainapally	1
Bibinagar	Yadigirigutta.APSRTC.Bus.Stand	1
Bibinagar	Juloor	1
Enkiryal	Bibinagar	2
Enkiryal	Chinaravulapally	1
Bandavirala	Koti.Bus.Stop	1
Chinaravulapally	Secunderabad.Junction	1
Jainapally	Kanukunta	1
Kanukunta	Darugula	1
Kanukunta	Anantharam	1
Darugula	Dacharam	1
Dacharam	Gummadidala	1
Gummadidala	Balanagar.Bus.Stop	1
Gummadidala	Annaram(prakruthi.nivas)	1
Gummadidala	Bonthapally	1
Gummadidala	Narsapur	2
Bonthapally	Secunderabad.Junction	1
Bonthapally	Patancheru.Bus.Stop	2
Jiyapally	Secunderabad.Junction	1
Jiyapally	ECIL.Bus.Stop	1
bommalaramaram	Hajipur	1
Hajipur	Jinnaram	1
LP.gudem	Vavilala	1
Gagillapur	Suraram	2
Keshavpur	Jinnaram	1
Jangampet	Annaram(prakruthi.nivas)	1
Kardanur	Nandigama	1
Kardanur	Ghanpur.Bus.Stop	1
Nandigama	Bhanoor	1
Bhanoor	Shankerpally	1
Shankerpally	Patancheru.Bus.Stop	1
Shankerpally	Ordnance.Factory	1
Ordnance.Factory	Patancheru.Bus.Stop	2
Patigadda.Bus.Stop	Velemela	1
Velemela	Nagulapally	1
Nagulapally	Kollur.Bus.Stop	1
Panyal/Konyal	Hatnura	1
Hatnura	Doulatabad	1
Doulatabad	Ibrahimpatnam.Bus.Station	1
Doulatabad	Narsapur	1
Narsapur	Secunderabad.Junction	1
Indresam	Prakash.Nagar.Bus.Stop	1
Indresam	Patelguda	1
Indresam	Shivanagar	1
Vadigapally	Madaram	1
Madaram	Kodakanchi	1
Kodakanchi	Jinnaram	1
Muthangi	Isnapur-Indira.Karan.Rd	1
Isnapur-Indira.Karan.Rd	Kyasaram	1
Kyasaram	Central.School	1
Central.School	Ordnance.Factory	1
Shivanagar	Amdur.Solakpally.Rd	1
Amdur.Solakpally.Rd	Ootla	1
Ootla	Jinnaram	1
Ghanpur.Bus.Stop	Kondakal	1
Kondakal	Bulkapur	1
Bulkapur	Shankerpally	1
China.kanjarla	Malkapur	1
Yadigirigutta.APSRTC.Bus.Stand	Dilsukhnagar.Bus.station	1
Gollapally	Nagaram(Shamshabad)	1
Tummalur	Ibrahimpatnam.Bus.Station	1
Kothur	J.P.Durgah	1
J.P.Durgah	Afzalgunj.Bus.Stop	1
Mekaguda	Charminar.Bus.Stop	1
Kandukur.X.Roads	Yacharam(Nagarjuna.Sagar.Road)	1
Kandukur.X.Roads	Saireaddyguda.Bus.Stop	1
Saireaddyguda.Bus.Stop	Uppal.Bus.Stop	1
Juloor	Pochampally	2
Kondamadugu	Fakeerguda	1
Fakeerguda	Uppal.Bus.Stop	1
Bhagya.Nagar.Colony(Uppal)	Canaranagar	1
Canaranagar	Narapally	1
Chikatimamidi	G.Madanna.Gudem	1
Chikatimamidi	B.Pally(Gopalpuram)	1
G.Madanna.Gudem	Bhongir.Bus.Stop	1
Bhongir.Bus.Stop	Secunderabad.Junction	1
Shamirpet	Kolthur	1
Shamirpet	Keshavaram	2
Shamirpet	Kesaram	2
Anantharam	Narayanpur	1
Anantharam	Gummadidala	1
Kesaram	MC.Pally	2
MC.Pally	Aliabad(Shamirpet)	2
Laxmapur	Timmapur	1
Laxmapur	Ram.Lingampally	1
B.Pally(Gopalpuram)	Gopalapuram	1
Gopalapuram	Laxmapur	1
Ram.Lingampally	Keesara.Bus.Stop	1
Dharmaram	Thurakapalli	1
Alinagar	Medchal	1
Gomaram	Veldurthi	1
Veldurthi	Mehdipatnam.Bus.Stop	1
